"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"clValid","clValid","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6-6",NA,"R (>= 2.0), cluster","methods, class",NA,"Biobase, annotate, GO.db, moe430a.db, RankAggreg, kohonen,
mclust",NA,"LGPL-3",NA,NA,NA,NA,"no","3.6.1"
"cobs","cobs","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3-3",NA,"R (>= 2.15.1)","SparseM (>= 1.6), quantreg (>= 4.65), grDevices, graphics,
splines, stats, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"coda","coda","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.19-3",NA,"R (>= 2.14.0)","lattice",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"codetools","codetools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2-16","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"coin","coin","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3-1",NA,"R (>= 3.4.0), survival","methods, parallel, stats, stats4, utils, libcoin (>= 1.0-0),
matrixStats (>= 0.54.0), modeltools (>= 0.2-9), mvtnorm (>=
1.0-5), multcomp","libcoin (>= 1.0-0)","xtable, e1071, vcd, TH.data (>= 1.0-7)",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"colorspace","colorspace","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4-1",NA,"R (>= 3.0.0), methods","graphics, grDevices, stats",NA,"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"combinat","combinat","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.0-8",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"ComICS","ComICS","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.4",NA,"R (>= 3.1.1)","glmnet, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"commonmark","commonmark","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7",NA,NA,NA,NA,"curl, testthat, xml2",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"compiler","compiler","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.1","base",NA,NA,NA,NA,NA,"Part of R 3.6.1",NA,NA,NA,NA,NA,"3.6.1"
"compositions","compositions","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.40-3",NA,"R (>= 2.2.0), tensorA, robustbase, bayesm",NA,NA,"rgl,combinat, energy",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"corpcor","corpcor","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.6.9",NA,"R (>= 3.0.2)","stats",NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"covr","covr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.3.2",NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml",NA,"R6, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"CovSel","CovSel","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.1",NA,"dr, np, MASS",NA,NA,"bindata",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"cowplot","cowplot","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.0",NA,"R (>= 3.5.0)","ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales, utils",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, rmarkdown, testthat (>= 1.0.0),
tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"crayon","crayon","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.4",NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"crosstalk","crosstalk","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.0",NA,NA,"htmltools (>= 0.3.5), jsonlite, lazyeval, R6, shiny (>= 0.11),
ggplot2",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"crul","crul","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9.0",NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime",NA,"testthat, fauxpas (>= 0.1.0), webmockr (>= 0.1.0), knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"csSAM","csSAM","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.4",NA,"R (>= 2.15), compiler",NA,NA,NA,NA,"LGPL",NA,NA,NA,NA,"no","3.6.1"
"cubature","cubature","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0.3",NA,NA,"Rcpp","Rcpp","testthat, knitr, mvtnorm, benchr",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"curl","curl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.2",NA,"R (>= 3.0.0)",NA,NA,"askpass, spelling, testthat (>= 1.0.0), knitr, jsonlite,
rmarkdown, magrittr, httpuv (>= 1.4.4), webutils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"cvAUC","cvAUC","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,"ROCR, data.table",NA,NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","3.6.1"
"CVST","CVST","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2-2",NA,"kernlab,Matrix",NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","3.6.1"
"d3Network","d3Network","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.5.2.1",NA,"R (>= 3.0.0)","plyr, rjson, whisker",NA,"RCurl",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"data.table","data.table","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.12.6",NA,"R (>= 3.1.0)","methods",NA,"bit64, curl, R.utils, knitr, xts, nanotime, zoo, yaml",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"datasets","datasets","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.1","base",NA,NA,NA,NA,NA,"Part of R 3.6.1",NA,NA,NA,NA,NA,"3.6.1"
"DBI","DBI","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.0",NA,"R (>= 3.0.0), methods",NA,NA,"blob, covr, hms, knitr, magrittr, rprojroot, rmarkdown,
RSQLite (>= 1.1-2), testthat, xml2",NA,"LGPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"dbplyr","dbplyr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4.2",NA,"R (>= 3.1)","assertthat (>= 0.2.0), DBI (>= 1.0.0), dplyr (>= 0.8.0), glue
(>= 1.2.0), methods, purrr (>= 0.2.5), R6 (>= 2.2.2), rlang (>=
0.2.0), tibble (>= 1.4.2), tidyselect (>= 0.2.4), utils",NA,"bit64, covr, knitr, Lahman, nycflights13, RMariaDB (>=
1.0.2), rmarkdown, RMySQL (>= 0.10.11), RPostgreSQL (>= 0.4.1),
RSQLite (>= 2.1.0), testthat (>= 2.0.0), withr (>= 2.1.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"ddalpha","ddalpha","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.10",NA,"R (>= 2.10), stats, utils, graphics, grDevices, MASS, class,
robustbase, sfsmisc, geometry","Rcpp (>= 0.11.0)","BH, Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"deal","deal","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2-39",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"debugme","debugme","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,NA,"crayon, grDevices",NA,"covr, mockery, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"deldir","deldir","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-23",NA,"R (>= 0.99)","graphics, grDevices",NA,"polyclip",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"dendextend","dendextend","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.12.0",NA,"R (>= 3.0.0)","utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis",NA,"knitr, rmarkdown, testthat, seriation, colorspace, ape,
profdpm, microbenchmark, gplots, heatmaply, d3heatmap,
dynamicTreeCut, pvclust, corrplot, DendSer, MASS, cluster, fpc,
circlize (>= 0.2.5), covr","ggdendro, dendroextras, Hmisc, data.table, rpart","GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"DEoptimR","DEoptimR","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-8",NA,NA,"stats",NA,NA,"robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"Deriv","Deriv","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.9.0",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"desc","desc","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.0",NA,"R (>= 3.1.0)","assertthat, utils, R6, crayon, rprojroot",NA,"covr, testthat, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"deSolve","deSolve","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.24",NA,"R (>= 2.15.0)","methods, graphics, grDevices, stats",NA,"scatterplot3d, FME",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"devtools","devtools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.2.1",NA,"R (>= 3.0.2), usethis (>= 1.5.0)","callr, cli, covr (>= 3.2.0), crayon, desc, digest, DT,
ellipsis (>= 0.3.0), glue, git2r (>= 0.23.0), httr (>= 0.4),
jsonlite, memoise (>= 1.0.0), pkgbuild (>= 1.0.3), pkgload (>=
1.0.2), rcmdcheck (>= 1.3.3), remotes (>= 2.1.0), rlang,
roxygen2 (>= 6.1.1), rstudioapi (>= 0.7), rversions,
sessioninfo (>= 1.1.1), stats, testthat (>= 2.1.1), tools,
utils, withr",NA,"BiocManager, bitops, curl (>= 0.9), evaluate, foghorn (>=
1.1.0), gmailr (> 0.7.0), knitr, lintr (>= 0.2.1), mockery,
pingr, MASS, pkgdown, Rcpp (>= 0.10.0), rhub (>= 1.0.2),
rmarkdown, spelling (>= 1.1), whisker",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"DHARMa","DHARMa","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.4",NA,"R (>= 3.0.2)","stats, graphics, utils, grDevices, parallel, doParallel,
foreach, gap, qrnn, lmtest, ape, sfsmisc, MASS, lme4, mgcv,
glmmTMB (>= 0.2.1), spaMM (>= 2.6.0)",NA,"knitr, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"diagram","diagram","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.6.4",NA,"R (>= 2.01), shape","stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"DiagrammeR","DiagrammeR","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.1",NA,"R (>= 3.2.0)","dplyr (>= 0.7.4), downloader (>= 0.4), glue (>= 1.2.0),
htmltools (>= 0.3.6), htmlwidgets (>= 1.0), igraph (>= 1.1.2),
influenceR (>= 0.1.0), magrittr (>= 1.5), purrr (>= 0.2.4),
RColorBrewer (>= 1.1-2), readr (>= 1.1.1), rlang (>= 0.2.0),
rstudioapi (>= 0.7), rgexf (>= 0.15.3), scales (>= 0.5.0),
stringr (>= 1.3.0), tibble (>= 1.4.2), tidyr (>= 0.8.0),
viridis (>= 0.5.0), visNetwork (>= 2.0.3)",NA,"covr, DiagrammeRsvg, rsvg, knitr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"dichromat","dichromat","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0-0",NA,"R (>= 2.10), stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"digest","digest","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6.22",NA,"R (>= 3.1.0)",NA,NA,"tinytest, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"dimRed","dimRed","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.3",NA,"R (>= 3.0.0), DRR","magrittr, methods",NA,"NMF, MASS, Matrix, RANN, RSpectra, Rtsne, cccd, coRanking,
diffusionMap, energy, fastICA, ggplot2, graphics, igraph,
keras, kernlab, knitr, lle, loe, optimx, pcaL1, pcaPP,
reticulate, rgl, scales, scatterplot3d, stats, tensorflow,
testthat, tidyr, tinytex, umap, vegan",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"diptest","diptest","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.75-7",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"DiscriMiner","DiscriMiner","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-29",NA,"R (>= 2.15.0)",NA,NA,"MASS, FactoMineR",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"dismo","dismo","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1-4",NA,"R (>= 3.2.0), methods, raster (>= 2.5-2), sp (>= 1.2-0)",NA,NA,"rJava (>= 0.9-7), rgdal, rgeos, XML, ROCR, deldir, gstat,
randomForest, kernlab, maptools, jsonlite, gbm (>= 2.1.1)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"distillery","distillery","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-6",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"distr","distr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.8.0",NA,"R(>= 2.14.0), methods, graphics, startupmsg, sfsmisc","stats, grDevices, utils, MASS",NA,"distrEx, svUnit (>= 0.7-11), knitr",NA,"LGPL-3",NA,NA,NA,NA,"yes","3.6.1"
"distrEx","distrEx","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.8.0",NA,"R(>= 3.4), methods, distr(>= 2.8.0)","startupmsg, utils, stats",NA,"tcltk",NA,"LGPL-3",NA,NA,NA,NA,"yes","3.6.1"
"DistributionUtils","DistributionUtils","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6-0",NA,"R (>= 3.0.1)",NA,NA,"GeneralizedHyperbolic, VarianceGamma, SkewHyperbolic, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"diveRsity","diveRsity","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.9.90",NA,"R (>= 3.0.0)","ggplot2, shiny, qgraph, Rcpp, methods, stats, grid","Rcpp","xlsx, sendplot, plotrix, parallel, HWxtest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"doMC","doMC","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.6",NA,"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel","utils",NA,NA,"compiler, RUnit","GPL-2",NA,NA,"unix",NA,"no","3.6.1"
"doParallel","doParallel","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.15",NA,"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel, utils",NA,NA,"caret, mlbench, rpart, RUnit","compiler","GPL-2",NA,NA,NA,NA,"no","3.6.1"
"doRNG","doRNG","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7.1",NA,"R (>= 3.0.0), foreach, rngtools (>= 1.3)","stats, utils, iterators, pkgmaker (>= 0.20)",NA,"doParallel, doMPI, doRedis, rbenchmark, devtools, knitr,
bibtex, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"doSNOW","doSNOW","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.18",NA,"R (>= 2.5.0), foreach(>= 1.2.0), iterators(>= 1.0.0), snow(>=
0.3.0), utils",NA,NA,"compiler, RUnit, caret, mlbench, rpart, parallel",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"dotCall64","dotCall64","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-0",NA,"R (>= 3.1)",NA,NA,"microbenchmark, OpenMPController, RColorBrewer, roxygen2,
spam, testthat,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"downloader","downloader","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4",NA,NA,"utils, digest",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"dplyr","dplyr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.8.3",NA,"R (>= 3.2.0)","assertthat (>= 0.2.0), glue (>= 1.3.0), magrittr (>= 1.5),
methods, pkgconfig, R6, Rcpp (>= 1.0.1), rlang (>= 0.4.0),
tibble (>= 2.0.0), tidyselect (>= 0.2.5), utils","BH, plogr (>= 0.2.0), Rcpp (>= 1.0.1)","bit64, callr, covr, crayon (>= 1.3.4), DBI, dbplyr, dtplyr,
ggplot2, hms, knitr, Lahman, lubridate, MASS, mgcv,
microbenchmark, nycflights13, rmarkdown, RMySQL, RPostgreSQL,
RSQLite, testthat, withr, broom, purrr, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"dr","dr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.0.10",NA,"MASS","stats,graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"DRR","DRR","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.0.3",NA,"kernlab, CVST, Matrix","stats, methods",NA,"knitr, rmarkdown",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"DT","DT","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9",NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), jsonlite (>=
0.9.16), magrittr, crosstalk, promises",NA,"knitr (>= 1.8), rmarkdown, shiny (>= 1.1.0)",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"dtangle","dtangle","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.1",NA,"R(>= 2.10.0)",NA,NA,"knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"DTRreg","DTRreg","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5",NA,NA,"graphics, stats, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"dtw","dtw","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.21-3",NA,"R (>= 2.10.0), proxy","graphics, grDevices, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"dummies","dummies","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5.6",NA,"utils",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.6.1"
"dynamicTreeCut","dynamicTreeCut","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.63-1",NA,"R (>= 2.3.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"e1071","e1071","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7-2",NA,NA,"graphics, grDevices, class, stats, methods, utils",NA,"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"EasyABC","EasyABC","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5",NA,"R (>= 2.14.0), abc","pls, mnormt, MASS, parallel, lhs, tensorA",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"ellipse","ellipse","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.1",NA,"R (>= 2.0.0),graphics,stats",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"ellipsis","ellipsis","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.0",NA,"R (>= 3.2)","rlang (>= 0.3.0)",NA,"covr, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"emulator","emulator","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2-20",NA,"R (>= 3.0.1), mvtnorm",NA,NA,"knitr",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"energy","energy","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.7-6",NA,"R (>= 2.10)","Rcpp (>= 0.12.6), stats, boot","Rcpp","MASS, CompQuadForm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"ergm","ergm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.10.4",NA,"network (>= 1.15)","robustbase (>= 0.93.5), coda (>= 0.19.2), trust (>= 0.1.7),
Matrix (>= 1.2.17), lpSolve (>= 5.6.13), parallel, methods,
MASS (>= 7.3.51.4), statnet.common (>= 4.3.0), purrr (>=
0.3.2), rlang (>= 0.3.4), tibble (>= 2.1.1), dplyr (>= 0.8.0.1)",NA,"lattice (>= 0.20.38), latticeExtra (>= 0.6.28), sna (>= 2.4),
latentnet (>= 2.9.0), rmarkdown (>= 1.12), knitr (>= 1.22),
Rmpi (>= 0.6.9), testthat (>= 2.1.1), tergm, ergm.count,
ergm.userterms, networkDynamic",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"ergm.count","ergm.count","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.4.0",NA,"ergm (>= 3.10.1), network (>= 1.15)","statnet.common (>= 4.2.0)","ergm",NA,NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"evaluate","evaluate","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.14",NA,"R (>= 3.0.2)","methods",NA,"testthat, lattice, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"expm","expm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.999-4",NA,"Matrix","methods",NA,"RColorBrewer, sfsmisc, Rmpfr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"expsmooth","expsmooth","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.3",NA,"R (>= 2.0.0), forecast",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"extrafont","extrafont","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.17",NA,"R (>= 2.15)","extrafontdb, grDevices, utils, Rttf2pt1",NA,"fontcm",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"extrafontdb","extrafontdb","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0",NA,"R (>= 2.14)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"extRemes","extRemes","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0-10",NA,"R (>= 2.10.0), Lmoments, distillery (>= 1.0-4)","graphics, stats",NA,"fields",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"FactoMineR","FactoMineR","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.42",NA,"R (>= 3.0.0)","car,cluster,ellipse,flashClust,graphics,grDevices,lattice,leaps,MASS,scatterplot3d,stats,utils",NA,"missMDA,knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"fail","fail","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3",NA,NA,"stats, utils, BBmisc, checkmate",NA,"testthat",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"fansi","fansi","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4.0",NA,"R (>= 3.1.0)",NA,NA,"unitizer, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"farver","farver","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,NA,"Rcpp (>= 0.12.15)","Rcpp","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"fastcluster","fastcluster","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.25",NA,"R (>= 3.0.0)",NA,NA,NA,"stats, flashClust","FreeBSD | GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
